Timestamp,CPU_Usage (%),Memory_Usage (MB),Bytes_Sent,Bytes_Received,Active_Connections
01/Feb/2025:15:19:50,0.5,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.5,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,687.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,687.21484375,230,1776,0
01/Feb/2025:15:19:50,2.4,691.21484375,230,1776,0
01/Feb/2025:15:19:50,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.5,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.5,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.9,691.21484375,230,1776,0
01/Feb/2025:15:19:51,1.0,691.21484375,230,1776,0
01/Feb/2025:15:19:51,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.5,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.5,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.0,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.5,691.21484375,230,1776,0
01/Feb/2025:15:19:52,0.5,687.12890625,230,1776,0
01/Feb/2025:15:19:52,0.0,687.12890625,230,1776,0
01/Feb/2025:15:19:52,0.0,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:53,0.0,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:53,0.0,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:53,0.0,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:53,0.0,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:53,0.5,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:54,0.5,687.125,230,1776,0
01/Feb/2025:15:19:54,0.0,687.125,230,1776,0
01/Feb/2025:15:19:55,0.5,687.125,230,1776,0
01/Feb/2025:15:19:55,0.0,687.125,230,1776,0
01/Feb/2025:15:19:55,0.5,687.125,230,1776,0
01/Feb/2025:15:19:55,0.5,687.125,230,1776,0
01/Feb/2025:15:19:55,0.0,687.125,230,1776,0
01/Feb/2025:15:19:55,0.0,687.125,230,1776,0
01/Feb/2025:15:19:55,1.0,687.125,230,1776,0
01/Feb/2025:15:19:55,0.5,687.125,230,1776,0
01/Feb/2025:15:19:55,0.0,687.125,230,1776,0
01/Feb/2025:15:19:55,0.5,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.5,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.125,230,1776,0
01/Feb/2025:15:19:56,0.0,687.2109375,21328,3454,1
01/Feb/2025:15:19:57,0.0,687.2109375,21328,3454,1
01/Feb/2025:15:19:57,0.5,687.2109375,21328,3454,1
01/Feb/2025:15:19:57,0.0,687.2109375,21328,3454,1
01/Feb/2025:15:19:57,0.5,687.2109375,21328,3454,1
01/Feb/2025:15:19:57,0.0,687.4296875,23071,4743,0
01/Feb/2025:15:19:57,0.5,687.4296875,23071,4743,0
01/Feb/2025:15:19:57,0.0,687.4296875,23071,4743,0
01/Feb/2025:15:19:57,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:57,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:57,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:58,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.0,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.421875,23071,4743,0
01/Feb/2025:15:19:59,0.5,687.41015625,23071,4743,0
01/Feb/2025:15:20:00,0.0,687.41015625,23071,4743,0
01/Feb/2025:15:20:00,0.5,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.0,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.0,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.0,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.0,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.5,689.359375,23071,4743,0
01/Feb/2025:15:20:00,0.0,693.33984375,23071,4743,0
01/Feb/2025:15:20:00,0.5,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.0,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.5,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.0,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.5,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.0,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.5,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.0,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.5,693.33984375,23071,4743,0
01/Feb/2025:15:20:01,0.0,693.1015625,23071,4743,0
01/Feb/2025:15:20:01,0.5,693.1015625,23071,4743,0
01/Feb/2025:15:20:02,0.0,693.1015625,23071,4743,0
01/Feb/2025:15:20:02,0.5,693.1015625,23071,4743,0
01/Feb/2025:15:20:02,0.0,693.1015625,23071,4743,0
01/Feb/2025:15:20:02,0.5,693.1015625,23071,4743,0
01/Feb/2025:15:20:02,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:02,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:02,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:02,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:02,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:03,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:04,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:05,0.0,693.1015625,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.1015625,23113,4785,0
01/Feb/2025:15:20:05,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:05,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.5,693.09375,23113,4785,0
01/Feb/2025:15:20:06,0.0,693.09375,23113,4785,0
01/Feb/2025:15:20:07,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:07,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:08,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.9,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:09,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:10,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:10,0.5,691.0625,23113,4785,0
01/Feb/2025:15:20:10,0.0,691.0625,23113,4785,0
01/Feb/2025:15:20:10,0.5,693.04296875,23113,4785,0
01/Feb/2025:15:20:10,0.5,693.04296875,23113,4785,0
01/Feb/2025:15:20:10,0.0,693.04296875,23113,4785,0
01/Feb/2025:15:20:10,0.0,693.04296875,23113,4785,0
01/Feb/2025:15:20:10,0.0,690.87109375,23113,4785,0
01/Feb/2025:15:20:10,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:11,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.9,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.0,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.5,690.94921875,23113,4785,0
01/Feb/2025:15:20:12,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:12,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.9,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:13,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:14,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:15,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.5,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:16,0.0,691.1953125,23113,4785,0
01/Feb/2025:15:20:17,0.9,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:17,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.5,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.0,691.48046875,23113,4785,0
01/Feb/2025:15:20:18,0.5,691.47265625,23113,4785,0
01/Feb/2025:15:20:18,0.5,691.47265625,23113,4785,0
01/Feb/2025:15:20:18,0.0,691.47265625,23113,4785,0
01/Feb/2025:15:20:19,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.9,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:19,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.0,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.44921875,23113,4785,0
01/Feb/2025:15:20:20,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.41015625,23113,4785,0
01/Feb/2025:15:20:20,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:20,0.5,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.5,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.5,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.5,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.0,691.41015625,23113,4785,0
01/Feb/2025:15:20:21,0.5,691.65625,23113,4785,0
01/Feb/2025:15:20:21,0.9,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.5,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.5,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.65625,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:22,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:23,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:24,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.9,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:25,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:26,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.90234375,23113,4785,0
01/Feb/2025:15:20:26,0.0,691.90234375,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:26,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:26,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:26,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.5,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:27,0.0,691.89453125,23113,4785,0
01/Feb/2025:15:20:28,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:28,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:29,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.0,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.5,691.8828125,23113,4785,0
01/Feb/2025:15:20:30,0.0,691.8828125,23113,4785,0
